Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
blm_recq5-2-single-c16-w6_	good	331960	304524	40.90%	0.40%	2.90%	29	10.80%	47.00%	156	>=2	0.00%	0.50%	0
blm_recq5-2-single-c16-w7_	good	510572	469760	40.10%	0.70%	3.00%	46	14.30%	46.00%	155	>=2	0.00%	0.50%	0
blm_recq5-2-single-c16-w8_	poor	360496	330326	35.50%	0.50%	2.70%	36	5.60%	48.00%	157	>=2	0.00%	0.40%	0.402701
blm_recq5-2-single-c16-w9_	poor	373987	342248	39.40%	0.50%	7.50%	33	10.00%	45.00%	165	>=2	0.00%	0.30%	0
blm-1-negctrl-c10-w25_	poor	123	52	26.90%	0.00%	0.00%	0	NA	39.00%	161	1.64	0.00%	0.00%	0
blm-1-negctrl-c9-w25_	poor	75	68	20.60%	0.00%	0.00%	0	NA	39.00%	166	NA	0.00%	0.00%	0
blm-1-single-c10-w1_	poor	2566222	2334420	19.40%	4.60%	17.80%	309	54.00%	47.00%	151	0.21	0.00%	5.10%	0
blm-1-single-c10-w10_	poor	515445	469858	16.10%	1.00%	2.20%	64	21.20%	46.00%	152	0.43	0.00%	1.00%	0
blm-1-single-c10-w11_	good	204987	186716	22.90%	0.40%	2.70%	23	11.80%	48.00%	151	>=2	0.00%	0.50%	0
blm-1-single-c10-w12_	poor	246998	223518	23.20%	0.40%	2.20%	27	12.90%	48.00%	151	>=2	0.00%	0.30%	0
blm-1-single-c10-w13_	poor	40	38	5.30%	0.00%	0.00%	0	NA	57.00%	179	NA	0.00%	0.00%	0
blm-1-single-c10-w14_	poor	154636	140176	23.40%	0.30%	2.60%	16	9.10%	48.00%	151	>=2	0.00%	0.20%	0
blm-1-single-c10-w15_	good	459288	419234	18.50%	0.80%	1.50%	55	11.60%	42.00%	165	0.75	0.00%	0.70%	0
blm-1-single-c10-w16_	poor	42	36	16.70%	0.00%	0.00%	0	NA	53.00%	171	NA	0.00%	0.00%	0
blm-1-single-c10-w17_	poor	43080	38970	9.70%	0.10%	2.30%	5	8.30%	47.00%	151	>=2	0.00%	0.00%	0
blm-1-single-c10-w18_	poor	76	64	18.80%	0.00%	0.00%	0	NA	48.00%	165	NA	0.00%	0.00%	0
blm-1-single-c10-w19_	good	526827	479022	23.10%	0.90%	2.20%	60	16.30%	46.00%	153	NA	0.00%	1.40%	0
blm-1-single-c10-w2_	poor	2041402	1866654	25.80%	3.40%	40.10%	221	71.40%	49.00%	152	0.26	0.00%	3.90%	0.0355202
blm-1-single-c10-w20_	poor	783542	718440	37.60%	1.10%	0.00%	70	95.80%	49.00%	155	>=2	0.00%	1.10%	0
blm-1-single-c10-w21_	poor	126555	114954	19.70%	0.20%	4.40%	15	3.60%	48.00%	153	>=2	0.00%	0.20%	0
blm-1-single-c10-w22_	poor	162169	148110	22.00%	0.30%	2.20%	19	3.40%	48.00%	152	>=2	0.00%	0.60%	0
blm-1-single-c10-w23_	poor	262985	240184	21.70%	0.50%	6.00%	30	6.90%	46.00%	156	>=2	0.00%	0.40%	0
blm-1-single-c10-w24_	poor	127747	116108	11.60%	0.30%	2.00%	16	45.70%	47.00%	150	NA	0.00%	0.40%	0
blm-1-single-c10-w26_	poor	74	68	5.90%	0.00%	0.00%	0	NA	41.00%	125	NA	0.00%	0.00%	0
blm-1-single-c10-w27_	poor	55242	50090	13.50%	0.10%	3.40%	7	8.00%	47.00%	153	>=2	0.00%	0.10%	1.31546
blm-1-single-c10-w28_	poor	371619	341062	16.90%	0.70%	0.00%	43	95.80%	50.00%	152	>=2	0.00%	0.80%	0
blm-1-single-c10-w29_	poor	62370	56730	14.40%	0.10%	3.30%	8	25.00%	49.00%	149	>=2	0.00%	0.10%	0
blm-1-single-c10-w3_	poor	3194093	2913326	20.70%	5.60%	20.10%	378	54.90%	47.00%	154	0.2	0.00%	5.60%	0.0454692
blm-1-single-c10-w30_	good	335902	305168	20.10%	0.60%	1.70%	39	11.80%	43.00%	172	>=2	0.00%	0.20%	0
blm-1-single-c10-w31_	good	718257	655180	22.00%	1.20%	1.20%	82	11.60%	42.00%	160	0.49	0.00%	1.20%	0.204401
blm-1-single-c10-w32_	poor	230050	209364	20.30%	0.40%	1.90%	27	10.80%	46.00%	154	>=2	0.00%	1.40%	0
blm-1-single-c10-w33_	good	441695	404672	21.20%	0.80%	2.00%	46	20.50%	46.00%	156	>=2	0.00%	0.60%	0
blm-1-single-c10-w34_	good	561419	511736	20.50%	1.00%	2.30%	66	16.00%	47.00%	151	0.84	0.00%	0.90%	0
blm-1-single-c10-w35_	poor	100	72	13.90%	0.00%	36.40%	0	25.00%	50.00%	134	NA	0.00%	0.00%	0
blm-1-single-c10-w36_	poor	172018	156890	21.60%	0.30%	3.20%	19	9.40%	47.00%	154	>=2	0.00%	0.40%	0
blm-1-single-c10-w37_	good	281156	256378	16.70%	0.50%	2.10%	34	13.20%	48.00%	149	NA	0.00%	0.40%	0
blm-1-single-c10-w38_	good	291099	265880	21.10%	0.50%	1.90%	34	3.20%	47.00%	154	>=2	0.00%	0.50%	0
blm-1-single-c10-w39_	poor	60	56	3.60%	0.00%	0.00%	0	NA	48.00%	147	NA	0.00%	0.00%	0
blm-1-single-c10-w4_	poor	2441892	2220404	20.30%	4.30%	20.20%	285	53.50%	48.00%	152	0.21	0.00%	4.40%	0.0298073
blm-1-single-c10-w40_	poor	218295	197310	27.40%	0.30%	0.00%	21	100.00%	49.00%	166	>=2	0.00%	0.40%	0
blm-1-single-c10-w41_	good	620643	565090	16.50%	1.20%	1.70%	76	14.60%	44.00%	152	0.4	0.00%	1.20%	0
blm-1-single-c10-w42_	poor	306675	279336	23.70%	0.50%	2.10%	34	10.50%	48.00%	150	>=2	0.00%	0.50%	0
blm-1-single-c10-w43_	poor	159434	145124	23.00%	0.30%	11.50%	16	16.70%	49.00%	152	>=2	0.00%	0.20%	0
blm-1-single-c10-w44_	poor	736084	670958	20.60%	1.30%	2.30%	82	18.00%	49.00%	151	0.48	0.00%	1.20%	0.0978516
blm-1-single-c10-w45_	poor	162395	147892	17.10%	0.30%	1.90%	21	13.80%	45.00%	152	>=2	0.00%	0.30%	0
blm-1-single-c10-w46_	poor	103	64	15.60%	0.00%	0.00%	0	NA	59.00%	88	NA	0.00%	0.00%	0
blm-1-single-c10-w47_	poor	109696	99244	17.70%	0.20%	2.60%	13	3.40%	49.00%	151	>=2	0.00%	0.30%	0
blm-1-single-c10-w48_	poor	101	90	8.90%	0.00%	0.00%	0	NA	44.00%	124	NA	0.00%	0.00%	0
blm-1-single-c10-w49_	poor	2087	122	1.60%	0.00%	0.00%	0	NA	42.00%	154	NA	0.00%	0.00%	0
blm-1-single-c10-w5_	poor	935690	854106	18.10%	1.70%	36.40%	107	56.90%	48.00%	153	0.3	0.00%	1.20%	0.0776357
blm-1-single-c10-w6_	poor	156727	144030	23.10%	0.30%	12.50%	15	19.40%	50.00%	151	>=2	0.00%	0.00%	0
blm-1-single-c10-w7_	poor	378797	345422	15.70%	0.70%	2.90%	50	7.70%	45.00%	154	0.7	0.00%	0.70%	0
blm-1-single-c10-w8_	poor	911503	835904	20.60%	1.60%	8.30%	101	18.40%	42.00%	154	0.33	0.00%	1.20%	0
blm-1-single-c10-w9_	poor	50	46	4.30%	0.00%	0.00%	0	NA	41.00%	150	NA	0.00%	0.00%	0
blm-1-single-c9-w1_	poor	2266325	2071164	12.30%	4.40%	22.10%	294	60.00%	47.00%	152	0.19	0.00%	3.60%	0.0318666
blm-1-single-c9-w10_	poor	232972	212560	10.60%	0.50%	2.80%	30	6.10%	47.00%	150	>=2	0.00%	0.20%	0
blm-1-single-c9-w11_	poor	153876	141340	13.80%	0.30%	1.90%	19	3.40%	47.00%	153	NA	0.00%	0.40%	0
blm-1-single-c9-w12_	poor	160666	147978	14.30%	0.30%	3.00%	18	13.80%	47.00%	152	1.65	0.00%	0.40%	0
blm-1-single-c9-w13_	poor	340981	311992	10.70%	0.70%	7.30%	43	21.70%	43.00%	152	0.41	0.00%	0.70%	0
blm-1-single-c9-w14_	poor	326155	297642	15.70%	0.60%	2.40%	40	5.90%	49.00%	154	>=2	0.00%	0.50%	0.220792
blm-1-single-c9-w15_	good	357605	324966	11.20%	0.70%	3.30%	47	11.60%	46.00%	151	0.58	0.00%	0.30%	0
blm-1-single-c9-w16_	poor	91610	83644	12.40%	0.20%	2.00%	11	13.80%	44.00%	158	>=2	0.00%	0.10%	0
blm-1-single-c9-w17_	poor	182743	167050	6.90%	0.40%	19.30%	23	21.20%	48.00%	154	0.76	0.00%	0.30%	0
blm-1-single-c9-w18_	poor	176833	161100	13.50%	0.30%	2.10%	22	12.20%	48.00%	152	>=2	0.00%	0.30%	0
blm-1-single-c9-w19_	poor	165707	152298	15.20%	0.30%	1.70%	20	14.70%	47.00%	154	>=2	0.00%	0.50%	0
blm-1-single-c9-w2_	poor	1534228	1409462	12.80%	3.00%	19.50%	187	70.50%	49.00%	151	0.2	0.00%	3.30%	0
blm-1-single-c9-w20_	poor	178700	164942	12.40%	0.40%	26.00%	20	39.40%	50.00%	151	>=2	0.00%	0.40%	0
blm-1-single-c9-w21_	poor	602566	555674	12.80%	1.20%	15.00%	70	38.90%	49.00%	151	0.3	0.00%	1.50%	0
blm-1-single-c9-w22_	poor	191022	174610	12.50%	0.40%	6.30%	23	19.40%	48.00%	153	>=2	0.00%	0.30%	0
blm-1-single-c9-w23_	poor	148119	135244	12.10%	0.30%	2.70%	18	9.40%	47.00%	152	>=2	0.00%	0.20%	0
blm-1-single-c9-w24_	poor	115495	105672	11.80%	0.20%	2.20%	15	3.80%	47.00%	154	>=2	0.00%	0.20%	0
blm-1-single-c9-w26_	poor	298134	273164	14.10%	0.60%	10.10%	35	16.30%	49.00%	155	0.65	0.00%	0.70%	0
blm-1-single-c9-w27_	poor	27	24	8.30%	0.00%	0.00%	0	NA	41.00%	63	NA	0.00%	0.00%	0
blm-1-single-c9-w28_	poor	26	24	0.00%	0.00%	0.00%	0	NA	40.00%	98	NA	0.00%	0.00%	0
blm-1-single-c9-w29_	poor	81	62	6.50%	0.00%	0.00%	0	NA	40.00%	145	NA	0.00%	0.00%	0
blm-1-single-c9-w3_	poor	2684092	2451952	16.50%	5.00%	40.30%	325	73.70%	50.00%	152	0.19	0.00%	5.30%	0.0267999
blm-1-single-c9-w30_	poor	163663	151112	13.00%	0.30%	25.80%	19	28.10%	47.00%	157	>=2	0.00%	0.50%	0
blm-1-single-c9-w31_	good	234008	213526	15.30%	0.40%	2.00%	29	18.40%	47.00%	150	>=2	0.00%	0.50%	0
blm-1-single-c9-w32_	poor	104179	95082	12.10%	0.20%	4.10%	13	6.30%	44.00%	153	>=2	0.00%	0.20%	0.70028
blm-1-single-c9-w33_	good	335026	304652	11.80%	0.70%	2.20%	45	13.20%	46.00%	152	0.62	0.00%	0.40%	0
blm-1-single-c9-w34_	poor	177533	161910	11.60%	0.30%	1.70%	23	11.10%	48.00%	150	NA	0.00%	0.20%	0
blm-1-single-c9-w35_	poor	88	64	0.00%	0.00%	0.00%	0	NA	46.00%	100	NA	0.00%	0.00%	0
blm-1-single-c9-w36_	poor	130152	119036	13.90%	0.30%	1.90%	16	6.30%	47.00%	154	>=2	0.00%	0.20%	0
blm-1-single-c9-w37_	poor	55976	50880	7.50%	0.10%	8.50%	7	8.00%	50.00%	154	>=2	0.00%	0.20%	0
blm-1-single-c9-w38_	poor	190278	174888	13.20%	0.40%	21.90%	21	23.30%	48.00%	151	>=2	0.00%	0.30%	0
blm-1-single-c9-w39_	poor	1204987	1100568	21.30%	2.10%	33.30%	134	95.80%	50.00%	151	0.31	0.00%	2.70%	0
blm-1-single-c9-w4_	poor	3765156	3442466	15.20%	7.10%	36.10%	476	66.70%	48.00%	153	0.18	0.00%	5.70%	0.0191632
blm-1-single-c9-w40_	good	482153	438490	11.60%	0.90%	3.50%	64	12.50%	46.00%	150	0.35	0.00%	0.80%	0
blm-1-single-c9-w41_	poor	45	26	15.40%	0.00%	0.00%	0	NA	50.00%	57	NA	0.00%	0.00%	0
blm-1-single-c9-w42_	good	431093	396020	12.70%	0.80%	1.40%	57	9.80%	41.00%	151	0.41	0.00%	0.70%	0
blm-1-single-c9-w43_	poor	105634	96584	11.70%	0.20%	2.30%	13	3.70%	49.00%	153	>=2	0.00%	0.10%	0
blm-1-single-c9-w44_	good	242121	220974	11.10%	0.50%	2.30%	33	8.30%	48.00%	151	>=2	0.00%	0.70%	0
blm-1-single-c9-w45_	poor	116770	106852	11.20%	0.20%	2.40%	15	6.70%	48.00%	150	NA	0.00%	0.50%	0
blm-1-single-c9-w46_	poor	817673	745080	15.70%	1.50%	0.00%	103	95.80%	41.00%	153	0.29	0.00%	1.00%	0
blm-1-single-c9-w47_	poor	84105	76436	10.50%	0.20%	2.10%	11	3.80%	46.00%	152	>=2	0.00%	0.20%	0
blm-1-single-c9-w48_	poor	314478	287470	10.90%	0.60%	2.10%	41	14.30%	42.00%	154	NA	0.00%	0.30%	0
blm-1-single-c9-w49_	poor	343916	315820	13.70%	0.70%	13.10%	41	16.30%	48.00%	150	>=2	0.00%	0.50%	0.208254
blm-1-single-c9-w5_	poor	81547	74324	12.60%	0.20%	3.00%	10	10.70%	48.00%	152	>=2	0.00%	0.20%	0
blm-1-single-c9-w6_	poor	109917	99834	13.20%	0.20%	2.00%	13	17.60%	43.00%	154	>=2	0.00%	0.10%	0
blm-1-single-c9-w7_	poor	23930	22050	14.10%	0.00%	6.90%	2	3.80%	55.00%	151	NA	0.00%	0.10%	0
blm-1-single-c9-w8_	poor	22944	20742	12.10%	0.00%	7.70%	3	14.80%	37.00%	152	>=2	0.00%	0.10%	0
blm-1-single-c9-w9_	poor	119	48	4.20%	0.00%	50.00%	0	25.00%	42.00%	60	NA	0.00%	0.00%	0
recq5-2-negctrl-c11-w25_	poor	94	74	40.50%	0.00%	0.00%	0	NA	55.00%	56	NA	0.00%	0.00%	0
recq5-2-negctrl-c12-w25_	poor	70	32	31.30%	0.00%	0.00%	0	NA	35.00%	157	NA	0.00%	0.00%	0
recq5-2-single-c11-w1_	poor	1137945	1040238	21.00%	2.00%	16.20%	124	52.10%	49.00%	150	0.29	0.00%	1.50%	0
recq5-2-single-c11-w10_	poor	102	84	21.40%	0.00%	0.00%	0	NA	45.00%	47	NA	0.00%	0.00%	0
recq5-2-single-c11-w11_	poor	78	60	0.00%	0.00%	40.00%	0	21.40%	42.00%	116	NA	0.00%	0.00%	0
recq5-2-single-c11-w12_	poor	147004	133674	27.20%	0.20%	3.70%	15	10.00%	49.00%	150	>=2	0.00%	0.20%	0
recq5-2-single-c11-w13_	poor	59	50	24.00%	0.00%	0.00%	0	NA	46.00%	51	NA	0.00%	0.00%	0
recq5-2-single-c11-w14_	poor	170	130	13.80%	0.00%	0.00%	0	NA	44.00%	55	NA	0.00%	0.00%	0
recq5-2-single-c11-w15_	poor	487125	444146	21.70%	0.80%	5.00%	55	19.10%	47.00%	153	0.97	0.00%	0.70%	0
recq5-2-single-c11-w16_	poor	139138	127430	27.40%	0.20%	21.20%	13	25.00%	50.00%	150	>=2	0.00%	0.10%	0
recq5-2-single-c11-w17_	poor	364007	334436	15.20%	0.70%	24.30%	38	32.40%	49.00%	149	0.67	0.00%	0.50%	0
recq5-2-single-c11-w18_	poor	33	30	0.00%	0.00%	0.00%	0	NA	44.00%	112	NA	0.00%	0.00%	0
recq5-2-single-c11-w19_	poor	88	84	11.90%	0.00%	0.00%	0	NA	41.00%	45	NA	0.00%	0.00%	0
recq5-2-single-c11-w2_	poor	1238124	1130692	21.50%	2.20%	11.90%	136	59.00%	49.00%	152	0.28	0.00%	2.70%	0.0582959
recq5-2-single-c11-w20_	poor	131547	119588	17.90%	0.20%	2.80%	15	10.00%	50.00%	152	>=2	0.00%	0.30%	0
recq5-2-single-c11-w21_	poor	29	24	0.00%	0.00%	0.00%	0	NA	37.00%	122	NA	0.00%	0.00%	0
recq5-2-single-c11-w22_	poor	264986	244002	25.10%	0.40%	22.90%	25	54.80%	51.00%	152	>=2	0.00%	0.70%	0
recq5-2-single-c11-w23_	poor	48652	44902	6.40%	0.10%	18.30%	6	16.70%	49.00%	152	NA	0.00%	0.10%	0
recq5-2-single-c11-w24_	poor	169928	154994	27.20%	0.30%	18.60%	16	17.60%	50.00%	152	>=2	0.00%	0.10%	0
recq5-2-single-c11-w26_	poor	133189	122044	25.40%	0.20%	2.40%	14	3.40%	47.00%	150	>=2	0.00%	0.30%	0
recq5-2-single-c11-w27_	poor	117257	105608	26.60%	0.20%	3.40%	12	12.90%	49.00%	149	>=2	0.00%	0.30%	0
recq5-2-single-c11-w28_	poor	305853	278334	14.80%	0.60%	3.00%	37	11.40%	48.00%	151	0.71	0.00%	0.80%	0.236988
recq5-2-single-c11-w29_	poor	66615	61156	23.80%	0.10%	16.50%	6	23.30%	51.00%	152	>=2	0.00%	0.20%	0
recq5-2-single-c11-w3_	poor	2240568	2047276	21.80%	3.90%	19.70%	251	61.10%	47.00%	151	0.22	0.00%	3.40%	0
recq5-2-single-c11-w30_	poor	21	16	0.00%	0.00%	0.00%	0	NA	40.00%	166	NA	0.00%	0.00%	0
recq5-2-single-c11-w31_	poor	155550	141426	29.50%	0.20%	2.60%	15	10.00%	47.00%	153	>=2	0.00%	0.20%	0
recq5-2-single-c11-w32_	poor	176823	161516	21.60%	0.30%	4.10%	19	9.40%	48.00%	153	>=2	0.00%	0.40%	0
recq5-2-single-c11-w33_	poor	900566	822836	21.90%	1.60%	11.10%	98	28.30%	47.00%	150	0.34	0.00%	1.00%	0
recq5-2-single-c11-w34_	poor	215057	198182	20.40%	0.40%	26.50%	22	24.10%	49.00%	151	>=2	0.00%	0.50%	0
recq5-2-single-c11-w35_	poor	49	40	10.00%	0.00%	0.00%	0	NA	51.00%	43	NA	0.00%	0.00%	0
recq5-2-single-c11-w36_	poor	146046	132962	20.60%	0.30%	4.10%	16	9.70%	47.00%	150	>=2	0.00%	0.20%	0
recq5-2-single-c11-w37_	good	522877	477884	19.30%	0.90%	4.50%	62	17.10%	49.00%	151	0.51	0.00%	0.80%	0
recq5-2-single-c11-w38_	poor	43	40	10.00%	0.00%	0.00%	0	NA	44.00%	155	NA	0.00%	0.00%	0
recq5-2-single-c11-w39_	poor	122950	111828	26.70%	0.20%	4.30%	13	12.90%	50.00%	151	>=2	0.00%	0.20%	0
recq5-2-single-c11-w4_	poor	1335576	1217514	18.10%	2.40%	12.90%	160	48.20%	49.00%	151	0.24	0.00%	2.50%	0
recq5-2-single-c11-w40_	poor	166474	150784	29.10%	0.30%	3.80%	17	3.20%	49.00%	152	>=2	0.00%	0.30%	0
recq5-2-single-c11-w41_	poor	113305	102678	15.30%	0.20%	4.50%	14	7.10%	49.00%	150	>=2	0.00%	0.30%	0
recq5-2-single-c11-w42_	poor	135	116	32.80%	0.00%	0.00%	0	NA	42.00%	131	NA	0.00%	0.00%	0
recq5-2-single-c11-w43_	poor	71	68	5.90%	0.00%	0.00%	0	NA	60.00%	158	NA	0.00%	0.00%	0
recq5-2-single-c11-w44_	poor	76385	68666	22.70%	0.10%	4.40%	8	12.00%	48.00%	151	>=2	0.00%	0.10%	0
recq5-2-single-c11-w45_	poor	93	84	23.80%	0.00%	0.00%	0	NA	53.00%	149	NA	0.00%	0.00%	0
recq5-2-single-c11-w46_	poor	501062	458296	19.50%	0.90%	3.20%	57	23.30%	41.00%	154	0.54	0.00%	0.60%	0
recq5-2-single-c11-w47_	poor	33	30	6.70%	0.00%	0.00%	0	NA	42.00%	45	NA	0.00%	0.00%	0
recq5-2-single-c11-w48_	poor	27	24	0.00%	0.00%	0.00%	0	NA	45.00%	95	NA	0.00%	0.00%	0
recq5-2-single-c11-w49_	poor	49466	45284	7.90%	0.10%	10.30%	6	16.70%	50.00%	152	>=2	0.00%	0.10%	0
recq5-2-single-c11-w5_	poor	60	52	0.00%	0.00%	0.00%	0	NA	46.00%	96	NA	0.00%	0.00%	0
recq5-2-single-c11-w6_	poor	4033	3426	11.00%	0.00%	4.80%	0	0.00%	49.00%	151	NA	0.00%	0.00%	0
recq5-2-single-c11-w7_	poor	127128	115752	22.00%	0.20%	12.80%	12	7.10%	50.00%	151	>=2	0.00%	0.10%	0
recq5-2-single-c11-w8_	poor	78328	71122	27.10%	0.10%	3.40%	8	8.30%	50.00%	154	>=2	0.00%	0.10%	0.924255
recq5-2-single-c11-w9_	good	291977	265842	15.30%	0.50%	2.90%	36	11.80%	47.00%	150	0.74	0.00%	0.40%	0
recq5-2-single-c12-w1_	poor	1496255	1365150	24.30%	2.50%	27.70%	162	59.30%	48.00%	151	0.27	0.00%	2.10%	0
recq5-2-single-c12-w10_	poor	98225	89440	14.90%	0.20%	3.10%	12	14.30%	48.00%	151	NA	0.00%	0.10%	0
recq5-2-single-c12-w11_	poor	44	42	0.00%	0.00%	0.00%	0	NA	46.00%	157	NA	0.00%	0.00%	0
recq5-2-single-c12-w12_	poor	122344	111492	29.00%	0.20%	3.80%	12	16.70%	48.00%	153	>=2	0.00%	0.20%	0
recq5-2-single-c12-w13_	poor	103334	94222	27.70%	0.20%	3.50%	11	13.30%	48.00%	151	>=2	0.00%	0.10%	0
recq5-2-single-c12-w14_	poor	124051	112692	27.20%	0.20%	3.60%	13	13.30%	48.00%	151	>=2	0.00%	0.20%	0
recq5-2-single-c12-w15_	poor	118724	107972	17.50%	0.20%	4.00%	14	7.70%	49.00%	151	>=2	0.00%	0.10%	0
recq5-2-single-c12-w16_	poor	8	8	0.00%	0.00%	0.00%	0	NA	42.00%	144	NA	0.00%	0.00%	0
recq5-2-single-c12-w17_	poor	66081	59984	19.10%	0.10%	19.40%	6	11.50%	51.00%	152	>=2	0.00%	0.20%	0
recq5-2-single-c12-w18_	poor	389889	355682	22.30%	0.70%	4.90%	45	11.10%	48.00%	151	1.35	0.00%	0.20%	0
recq5-2-single-c12-w19_	poor	406673	372918	28.90%	0.60%	11.80%	37	13.30%	49.00%	154	>=2	0.00%	1.10%	0
recq5-2-single-c12-w2_	poor	1075038	978292	18.30%	1.90%	21.20%	126	55.20%	48.00%	152	0.26	0.00%	1.50%	0.0675318
recq5-2-single-c12-w20_	poor	127264	116304	12.60%	0.20%	9.10%	15	14.30%	50.00%	153	>=2	0.00%	0.10%	0
recq5-2-single-c12-w21_	poor	107036	97074	28.00%	0.20%	3.60%	11	4.00%	49.00%	149	>=2	0.00%	0.30%	0
recq5-2-single-c12-w22_	poor	96121	86804	25.30%	0.20%	3.60%	10	7.10%	48.00%	152	>=2	0.00%	0.10%	0
recq5-2-single-c12-w23_	poor	178859	162216	13.30%	0.30%	4.20%	22	7.40%	49.00%	151	>=2	0.00%	0.30%	0
recq5-2-single-c12-w24_	poor	162175	146716	25.90%	0.30%	4.20%	17	10.00%	48.00%	149	>=2	0.00%	0.40%	0
recq5-2-single-c12-w26_	poor	48	44	9.10%	0.00%	0.00%	0	NA	47.00%	152	NA	0.00%	0.00%	0
recq5-2-single-c12-w27_	poor	40	32	12.50%	0.00%	0.00%	0	NA	32.00%	42	NA	0.00%	0.00%	0
recq5-2-single-c12-w28_	poor	103480	94028	24.30%	0.20%	21.60%	10	19.40%	50.00%	150	>=2	0.00%	0.10%	0
recq5-2-single-c12-w29_	poor	32	32	6.30%	0.00%	0.00%	0	NA	39.00%	118	NA	0.00%	0.00%	0
recq5-2-single-c12-w3_	poor	2163159	1974092	26.60%	3.50%	15.60%	231	53.80%	49.00%	151	0.25	0.00%	3.70%	0
recq5-2-single-c12-w30_	poor	210538	191514	25.10%	0.30%	4.70%	23	8.60%	48.00%	152	>=2	0.00%	0.40%	0
recq5-2-single-c12-w31_	poor	69	48	8.30%	0.00%	0.00%	0	NA	51.00%	47	NA	0.00%	0.00%	0
recq5-2-single-c12-w32_	poor	57	46	4.30%	0.00%	0.00%	0	NA	66.00%	127	NA	0.00%	0.00%	0
recq5-2-single-c12-w33_	poor	346555	315750	18.80%	0.60%	3.40%	41	12.50%	49.00%	150	1.09	0.00%	0.60%	0
recq5-2-single-c12-w34_	poor	408838	372656	18.50%	0.70%	3.80%	49	6.10%	46.00%	150	0.61	0.00%	0.50%	0
recq5-2-single-c12-w35_	poor	556386	510320	44.20%	0.70%	0.00%	41	100.00%	50.00%	151	>=2	0.00%	1.10%	0
recq5-2-single-c12-w36_	poor	325654	296824	20.70%	0.60%	3.60%	38	8.60%	49.00%	152	>=2	0.00%	0.40%	0
recq5-2-single-c12-w37_	poor	36	34	0.00%	0.00%	0.00%	0	NA	55.00%	116	NA	0.00%	0.00%	0
recq5-2-single-c12-w38_	poor	219063	199318	18.80%	0.40%	4.70%	26	9.40%	49.00%	152	>=2	0.00%	0.40%	0
recq5-2-single-c12-w39_	poor	92	80	2.50%	0.00%	0.00%	0	NA	43.00%	159	NA	0.00%	0.00%	0
recq5-2-single-c12-w4_	poor	1109963	1010752	18.60%	2.00%	11.60%	131	55.40%	49.00%	151	0.26	0.00%	2.20%	0
recq5-2-single-c12-w40_	poor	395485	360824	18.50%	0.70%	4.90%	45	12.20%	49.00%	150	0.72	0.00%	0.50%	0
recq5-2-single-c12-w41_	poor	105926	96486	11.30%	0.20%	2.30%	13	4.00%	50.00%	151	>=2	0.00%	0.40%	0
recq5-2-single-c12-w42_	poor	94	82	26.80%	0.00%	0.00%	0	NA	44.00%	158	1.82	0.00%	0.00%	0
recq5-2-single-c12-w43_	poor	23	20	0.00%	0.00%	0.00%	0	NA	35.00%	82	NA	0.00%	0.00%	0
recq5-2-single-c12-w44_	poor	38	32	0.00%	0.00%	0.00%	0	NA	51.00%	48	NA	0.00%	0.00%	0
recq5-2-single-c12-w45_	poor	441065	402346	17.40%	0.80%	5.90%	53	22.70%	43.00%	152	0.45	0.00%	0.90%	0
recq5-2-single-c12-w46_	poor	66	34	0.00%	0.00%	0.00%	0	NA	51.00%	172	NA	0.00%	0.00%	0
recq5-2-single-c12-w47_	poor	52234	47230	22.40%	0.10%	2.70%	6	4.20%	46.00%	153	>=2	0.00%	0.10%	0
recq5-2-single-c12-w48_	poor	73470	66332	24.80%	0.10%	4.70%	8	7.70%	49.00%	152	>=2	0.00%	0.20%	0
recq5-2-single-c12-w49_	poor	41469	37320	35.50%	0.10%	5.40%	4	4.00%	50.00%	149	>=2	0.00%	0.10%	0
recq5-2-single-c12-w5_	poor	195	174	1.10%	0.00%	0.00%	0	NA	52.00%	166	NA	0.00%	0.00%	0
recq5-2-single-c12-w6_	poor	138300	126056	19.30%	0.20%	5.60%	16	7.10%	48.00%	151	>=2	0.00%	0.30%	0
recq5-2-single-c12-w7_	poor	115364	105592	15.60%	0.20%	5.30%	14	13.80%	51.00%	153	NA	0.00%	0.00%	0
recq5-2-single-c12-w8_	poor	49	42	0.00%	0.00%	42.10%	0	14.30%	40.00%	132	NA	0.00%	0.00%	0
recq5-2-single-c12-w9_	good	420625	382602	16.60%	0.80%	3.20%	51	17.10%	49.00%	152	0.47	0.00%	0.90%	0
wt-fucci-negctrl-c7-w25_	poor	28	20	0.00%	0.00%	0.00%	0	NA	35.00%	46	NA	0.00%	0.00%	0
wt-fucci-negctrl-c8-w25_	poor	4	4	0.00%	0.00%	0.00%	0	NA	43.00%	156	NA	0.00%	0.00%	0
wt-fucci-single-c7-w1_	poor	662633	608856	11.00%	1.30%	42.20%	76	71.90%	50.00%	154	0.25	0.00%	1.10%	0
wt-fucci-single-c7-w10_	poor	41149	37606	7.20%	0.10%	13.80%	5	27.60%	49.00%	165	>=2	0.00%	0.10%	0
