Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
blm-recq5-1-single-f13-r6-c3_S430_	poor	29775	18342	17.2%	0.0%	15.7%	2	18.5%	32.0%	69	>=2	0.0%	0.1%	0
blm-recq5-1-single-f13-r6-c4_S431_	poor	22543	13582	10.1%	0.0%	22.9%	1	8.3%	55.0%	69	NA	0.0%	0.0%	0
blm-recq5-1-single-f13-r6-c5_S432_	poor	35303	17888	12.3%	0.0%	22.1%	2	17.9%	32.0%	68	NA	0.0%	0.0%	0
blm-recq5-1-single-f13-r6-c6_S433_	poor	9446	5782	6.7%	0.0%	0.0%	1	4.3%	34.0%	65	NA	0.0%	0.0%	0
blm-recq5-1-single-f13-r6-c7_S434_	poor	28839	16502	13.8%	0.0%	16.5%	2	20.0%	34.0%	64	NA	0.0%	0.1%	0
blm-recq5-1-single-f13-r7-c1_S435_	good	1774863	1612954	12.4%	3.4%	1.0%	233	23.0%	40.0%	149	NA	0.0%	3.0%	0.0409659
blm-recq5-1-single-f13-r7-c2_S436_	poor	47328	32220	15.0%	0.1%	10.1%	4	19.2%	51.0%	90	NA	0.0%	0.1%	0
blm-recq5-1-single-f13-r7-c3_S437_	poor	35745	17372	10.4%	0.0%	26.9%	2	52.0%	33.0%	60	NA	0.0%	0.1%	0
blm-recq5-1-single-f13-r7-c4_S438_	good	1273612	1127216	11.8%	2.4%	1.3%	159	10.8%	48.0%	150	NA	0.0%	2.1%	0
blm-recq5-1-single-f13-r7-c5_S439_	poor	18021	8182	15.4%	0.0%	0.0%	1	17.4%	33.0%	147	NA	0.0%	0.0%	0
blm-recq5-1-single-f13-r7-c6_S440_	poor	25998	14382	16.6%	0.0%	0.0%	2	8.3%	35.0%	149	NA	0.0%	0.0%	0
blm-recq5-1-single-f14-r1-c1_S442_	good	1237774	1126954	11.5%	2.4%	0.9%	169	20.8%	41.0%	149	NA	0.0%	1.4%	0
blm-recq5-1-single-f14-r1-c2_S443_	good	1002467	924856	12.6%	2.0%	1.3%	157	10.3%	40.0%	149	NA	0.0%	1.7%	0.0712347
blm-recq5-1-single-f14-r1-c3_S444_	poor	1139390	1033960	10.6%	2.3%	3.6%	152	16.7%	41.0%	148	NA	0.0%	1.8%	0.0638572
blm-recq5-1-single-f14-r1-c4_S445_	good	1237639	1117198	12.1%	2.4%	1.2%	165	23.4%	41.0%	148	NA	0.0%	1.8%	0
blm-recq5-1-single-f14-r1-c5_S446_	poor	730749	671990	11.3%	1.5%	1.3%	112	10.0%	42.0%	149	NA	0.0%	1.3%	0.294442
blm-recq5-1-single-f14-r1-c6_S447_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f14-r1-c7_S448_	good	1106610	1007618	12.0%	2.2%	1.4%	156	9.6%	41.0%	148	NA	0.0%	2.0%	0
blm-recq5-1-single-f14-r2-c1_S449_	poor	881970	799094	8.8%	1.8%	7.1%	123	29.0%	48.0%	148	0.23	0.0%	1.3%	0
blm-recq5-1-single-f14-r2-c2_S450_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f14-r2-c3_S451_	poor	17263	11122	6.0%	0.0%	0.0%	1	33.3%	51.0%	69	>=2	0.0%	0.0%	0
blm-recq5-1-single-f14-r2-c4_S452_	good	736218	676298	10.6%	1.5%	1.1%	117	9.6%	40.0%	150	NA	0.0%	1.2%	0
blm-recq5-1-single-f14-r2-c5_S453_	poor	16868	9562	9.6%	0.0%	0.0%	1	21.7%	35.0%	71	NA	0.0%	0.0%	0
blm-recq5-1-single-f14-r2-c6_S454_	good	1276642	1159444	11.6%	2.5%	4.2%	171	20.0%	41.0%	148	NA	0.0%	2.2%	0.0570118
blm-recq5-1-single-f14-r2-c7_S455_	poor	13899	7810	8.1%	0.0%	11.3%	1	4.3%	49.0%	71	NA	0.0%	0.0%	0
blm-recq5-1-single-f14-r3-c1_S456_	poor	441800	405456	6.7%	0.9%	1.4%	72	9.8%	48.0%	148	0.29	0.0%	0.8%	0
blm-recq5-1-single-f14-r3-c2_S457_	poor	732771	664050	7.1%	1.5%	7.0%	95	24.1%	40.0%	148	NA	0.0%	1.1%	0.0992284
blm-recq5-1-single-f14-r3-c3_S458_	poor	80170	73336	2.4%	0.2%	1.9%	12	20.0%	41.0%	149	NA	0.0%	0.3%	0
blm-recq5-1-single-f14-r3-c4_S459_	good	506269	460430	6.0%	1.1%	1.3%	71	10.3%	40.0%	148	0.23	0.0%	0.6%	0
blm-recq5-1-single-f14-r3-c5_S460_	poor	736948	664982	10.2%	1.5%	1.9%	116	21.1%	40.0%	148	NA	0.0%	2.0%	0
blm-recq5-1-single-f14-r3-c6_S461_	good	1180608	1073718	10.0%	2.4%	7.2%	161	19.3%	40.0%	148	NA	0.0%	1.7%	0
blm-recq5-1-single-f14-r3-c7_S462_	good	661759	599148	7.1%	1.4%	1.0%	100	9.5%	42.0%	148	NA	0.0%	0.8%	0
blm-recq5-1-single-f14-r4-c1_S463_	poor	16179	9050	6.8%	0.0%	0.0%	1	0.0%	33.0%	150	NA	0.0%	0.0%	0
blm-recq5-1-single-f14-r4-c2_S464_	poor	10245	5196	6.3%	0.0%	0.0%	0	17.4%	34.0%	147	>=2	0.0%	0.0%	0
blm-recq5-1-single-f14-r4-c3_S465_	poor	12442	7544	6.9%	0.0%	0.0%	1	13.0%	34.0%	87	NA	0.0%	0.1%	0
blm-recq5-1-single-f14-r4-c4_S466_	good	1462375	1326532	12.0%	2.8%	1.7%	192	17.9%	40.0%	148	NA	0.0%	2.5%	0.049696
blm-recq5-1-single-f14-r4-c5_S467_	good	984419	907066	10.5%	2.0%	3.5%	158	8.1%	40.0%	149	NA	0.0%	1.9%	0
blm-recq5-1-single-f14-r4-c6_S468_	good	863784	785920	8.4%	1.8%	1.2%	122	18.6%	40.0%	147	NA	0.0%	1.6%	0
blm-recq5-1-single-f14-r4-c7_S469_	good	557028	506074	6.2%	1.2%	1.2%	78	15.2%	40.0%	148	NA	0.0%	1.2%	0.130427
blm-recq5-1-single-f14-r5-c1_S470_	poor	15035	13656	1.2%	0.0%	3.9%	2	0.0%	40.0%	148	NA	0.0%	0.0%	0
blm-recq5-1-single-f14-r5-c2_S471_	poor	12400	6944	6.0%	0.0%	0.0%	1	13.0%	54.0%	68	NA	0.0%	0.0%	0
blm-recq5-1-single-f14-r5-c3_S472_	good	1370859	1246584	13.3%	2.6%	1.1%	200	22.0%	42.0%	148	NA	0.0%	2.7%	0
blm-recq5-1-single-f14-r5-c4_S473_	poor	22954	15434	11.0%	0.0%	0.0%	2	13.0%	53.0%	69	NA	0.0%	0.0%	0
blm-recq5-1-single-f14-r5-c5_S474_	poor	19131	11530	8.5%	0.0%	10.2%	1	20.8%	50.0%	68	NA	0.0%	0.0%	0
blm-recq5-1-single-f14-r5-c6_S475_	good	367466	335194	5.0%	0.8%	1.0%	53	13.6%	40.0%	149	NA	0.0%	0.8%	0
blm-recq5-1-single-f14-r5-c7_S476_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f14-r6-c1_S477_	good	1141826	1032688	9.8%	2.3%	1.5%	153	14.6%	40.0%	148	NA	0.0%	1.6%	0
blm-recq5-1-single-f14-r6-c2_S478_	poor	18619	11044	10.6%	0.0%	10.2%	1	17.4%	32.0%	68	NA	0.0%	0.0%	0
blm-recq5-1-single-f14-r6-c3_S479_	good	1335690	1230980	12.4%	2.6%	1.3%	183	24.6%	42.0%	148	NA	0.0%	2.1%	0
blm-recq5-1-single-f14-r6-c4_S480_	good	470275	428054	5.8%	1.0%	1.5%	71	10.3%	39.0%	150	NA	0.0%	0.6%	0
blm-recq5-1-single-f14-r6-c5_S481_	good	957507	866082	8.6%	1.9%	0.8%	139	8.8%	39.0%	149	NA	0.0%	1.4%	0
blm-recq5-1-single-f14-r6-c6_S482_	good	292827	266242	4.4%	0.6%	1.5%	44	16.7%	39.0%	149	NA	0.0%	0.9%	0.244912
blm-recq5-1-single-f14-r6-c7_S483_	good	1204331	1090044	11.0%	2.4%	1.0%	163	18.5%	42.0%	148	NA	0.0%	1.8%	0
blm-recq5-1-single-f14-r7-c1_S484_	good	1428837	1317256	11.8%	2.8%	1.4%	195	20.0%	41.0%	148	NA	0.0%	2.6%	0
blm-recq5-1-single-f14-r7-c2_S485_	good	1038288	953882	10.7%	2.1%	2.3%	162	12.5%	41.0%	148	NA	0.0%	2.1%	0.0680815
blm-recq5-1-single-f14-r7-c3_S486_	good	741786	669752	7.2%	1.5%	1.4%	103	15.7%	41.0%	148	NA	0.0%	2.0%	0
blm-recq5-1-single-f14-r7-c4_S487_	good	1608151	1458954	12.5%	3.1%	0.8%	211	17.0%	40.0%	148	NA	0.0%	2.7%	0
blm-recq5-1-single-f14-r7-c5_S488_	poor	18769	11178	11.1%	0.0%	17.2%	1	12.0%	51.0%	72	NA	0.0%	0.0%	0
blm-recq5-1-single-f14-r7-c6_S489_	good	1310004	1198738	11.7%	2.6%	1.0%	189	20.0%	42.0%	148	NA	0.0%	1.7%	0
blm-recq5-1-single-f15-r1-c1_S491_	good	888445	808604	9.3%	1.8%	1.2%	120	22.4%	40.0%	148	0.23	0.0%	0.9%	0
blm-recq5-1-single-f15-r1-c2_S492_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f15-r1-c3_S493_	good	622824	561212	7.5%	1.3%	2.0%	85	17.3%	40.0%	148	NA	0.0%	1.1%	0
blm-recq5-1-single-f15-r1-c4_S494_	poor	1036712	941204	9.2%	2.1%	11.4%	131	23.1%	47.0%	148	NA	0.0%	1.7%	0
blm-recq5-1-single-f15-r1-c5_S495_	good	619936	574848	8.1%	1.3%	1.2%	101	21.2%	40.0%	148	NA	0.0%	1.8%	0.114402
blm-recq5-1-single-f15-r1-c6_S496_	good	867159	781188	8.3%	1.7%	1.3%	115	18.9%	41.0%	147	NA	0.0%	1.4%	0.0844647
blm-recq5-1-single-f15-r1-c7_S497_	poor	661977	614244	10.5%	1.3%	2.0%	107	10.9%	41.0%	148	NA	0.0%	1.5%	0
blm-recq5-1-single-f15-r2-c1_S498_	poor	671213	613020	7.9%	1.4%	1.5%	107	11.4%	40.0%	148	NA	0.0%	1.7%	0
blm-recq5-1-single-f15-r2-c2_S499_	good	322758	288802	4.2%	0.7%	2.2%	45	7.1%	39.0%	148	0.26	0.0%	0.2%	0
blm-recq5-1-single-f15-r2-c3_S500_	poor	694100	626134	5.7%	1.4%	17.3%	87	26.2%	48.0%	148	0.21	0.0%	1.2%	0
blm-recq5-1-single-f15-r2-c4_S501_	poor	13997	8812	7.5%	0.0%	10.1%	1	21.7%	55.0%	93	NA	0.0%	0.0%	0
blm-recq5-1-single-f15-r2-c5_S502_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f15-r2-c6_S503_	poor	1043650	953042	10.2%	2.1%	17.2%	121	34.3%	48.0%	149	NA	0.0%	3.2%	0
blm-recq5-1-single-f15-r2-c7_S504_	poor	626759	571830	7.1%	1.3%	1.1%	101	8.9%	40.0%	150	NA	0.0%	1.0%	0
blm-recq5-1-single-f15-r3-c1_S505_	poor	253182	228114	3.6%	0.5%	11.3%	34	21.6%	41.0%	147	NA	0.0%	0.4%	0
blm-recq5-1-single-f15-r3-c2_S506_	good	473196	431496	5.9%	1.0%	1.5%	71	12.2%	41.0%	148	NA	0.0%	0.6%	0
blm-recq5-1-single-f15-r3-c3_S507_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f15-r3-c4_S508_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f15-r3-c5_S509_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f15-r3-c6_S510_	good	868638	788466	7.6%	1.8%	0.9%	120	17.5%	40.0%	149	NA	0.0%	1.4%	0
blm-recq5-1-single-f15-r3-c7_S511_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f15-r4-c1_S512_	good	512992	465216	6.1%	1.1%	1.1%	73	16.3%	40.0%	149	NA	0.0%	0.8%	0
blm-recq5-1-single-f15-r4-c2_S513_	poor	410085	370594	4.7%	0.9%	7.1%	57	26.0%	39.0%	148	0.24	0.0%	0.8%	0
blm-recq5-1-single-f15-r4-c3_S514_	poor	435325	396840	5.5%	0.9%	1.2%	71	13.9%	40.0%	150	0.25	0.0%	0.9%	0
blm-recq5-1-single-f15-r4-c4_S515_	poor	972543	890938	9.4%	2.0%	1.1%	145	23.1%	40.0%	148	NA	0.0%	1.8%	0
blm-recq5-1-single-f15-r4-c5_S516_	good	809830	743192	8.1%	1.7%	1.0%	123	18.4%	41.0%	148	NA	0.0%	1.1%	0.0878394
blm-recq5-1-single-f15-r4-c6_S517_	good	603635	554600	6.5%	1.3%	0.9%	94	11.9%	40.0%	148	NA	0.0%	1.7%	0
blm-recq5-1-single-f15-r4-c7_S518_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f15-r5-c1_S519_	poor	18610	17166	1.6%	0.0%	2.9%	2	8.0%	39.0%	148	NA	0.0%	0.0%	0
blm-recq5-1-single-f15-r5-c2_S520_	good	368048	332196	4.2%	0.8%	1.1%	52	10.6%	40.0%	150	NA	0.0%	0.7%	0
blm-recq5-1-single-f15-r5-c3_S521_	poor	1269769	1155420	10.2%	2.5%	14.3%	150	37.2%	41.0%	148	NA	0.0%	2.9%	0.0568548
blm-recq5-1-single-f15-r5-c4_S522_	good	1115713	1016892	9.9%	2.2%	1.0%	156	14.0%	40.0%	149	NA	0.0%	1.4%	0.128453
blm-recq5-1-single-f15-r5-c5_S523_	good	670044	612730	7.1%	1.4%	0.9%	99	17.0%	42.0%	148	NA	0.0%	1.0%	0
blm-recq5-1-single-f15-r5-c6_S524_	poor	8527	5672	4.4%	0.0%	8.3%	1	13.0%	51.0%	88	NA	0.0%	0.0%	0
blm-recq5-1-single-f15-r5-c7_S525_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f15-r6-c1_S526_	good	788665	718216	7.4%	1.6%	1.2%	109	20.0%	39.0%	148	NA	0.0%	1.0%	0
blm-recq5-1-single-f15-r6-c2_S527_	good	853406	776846	8.8%	1.7%	1.1%	128	15.0%	41.0%	148	NA	0.0%	1.6%	0
blm-recq5-1-single-f15-r6-c3_S528_	good	1073197	979098	9.1%	2.2%	1.0%	144	15.6%	40.0%	148	NA	0.0%	1.6%	0.0682291
blm-recq5-1-single-f15-r6-c4_S529_	good	341741	307256	4.3%	0.7%	1.3%	48	12.8%	40.0%	148	0.25	0.0%	0.6%	0
blm-recq5-1-single-f15-r6-c5_S530_	poor	642338	579130	6.5%	1.3%	2.9%	87	17.4%	40.0%	148	NA	0.0%	0.8%	0
blm-recq5-1-single-f15-r6-c6_S531_	poor	179860	162224	3.3%	0.4%	1.9%	25	12.5%	41.0%	148	NA	0.0%	0.3%	0
blm-recq5-1-single-f15-r6-c7_S532_	poor	782942	719156	8.9%	1.6%	1.1%	126	6.4%	40.0%	149	NA	0.0%	1.5%	0
blm-recq5-1-single-f15-r7-c1_S533_	good	1084557	981274	7.0%	2.2%	0.8%	151	17.6%	43.0%	149	NA	0.0%	1.7%	0
blm-recq5-1-single-f15-r7-c2_S534_	poor	771819	702930	7.4%	1.6%	8.5%	102	19.0%	41.0%	148	NA	0.0%	1.6%	0
blm-recq5-1-single-f15-r7-c3_S535_	poor	468925	426680	5.9%	1.0%	16.7%	60	16.2%	49.0%	148	NA	0.0%	1.0%	0
blm-recq5-1-single-f15-r7-c4_S536_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-1-single-f15-r7-c5_S537_	good	606138	555696	7.8%	1.2%	1.1%	88	11.9%	43.0%	149	0.25	0.0%	0.9%	0.118362
blm-recq5-1-single-f15-r7-c6_S538_	good	906263	823310	8.5%	1.8%	0.8%	124	19.0%	48.0%	148	NA	0.0%	2.3%	0
blm-recq5-2-negctrl-f12-r7-c7_S392_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-negctrl-f16-r7-c7_S588_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-negctrl-f8-r7-c7_S196_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r1-c1_S344_	good	1942115	1776748	16.2%	3.6%	1.8%	248	23.0%	39.0%	152	NA	0.0%	2.0%	0
blm-recq5-2-single-f12-r1-c2_S345_	good	497729	451210	18.2%	0.9%	6.0%	62	12.5%	41.0%	150	NA	0.0%	0.4%	0
blm-recq5-2-single-f12-r1-c3_S346_	good	1344591	1223464	15.4%	2.5%	1.1%	171	16.7%	40.0%	150	NA	0.0%	1.8%	0.107955
blm-recq5-2-single-f12-r1-c4_S347_	poor	81051	64446	17.0%	0.1%	9.5%	7	8.3%	50.0%	92	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r1-c5_S348_	poor	42689	32186	14.3%	0.1%	8.5%	4	12.5%	50.0%	92	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r1-c6_S349_	good	1369604	1261220	17.3%	2.5%	1.2%	193	6.3%	40.0%	152	NA	0.0%	2.5%	0
blm-recq5-2-single-f12-r1-c7_S350_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r2-c1_S351_	poor	87653	63046	17.4%	0.1%	6.7%	8	3.7%	50.0%	92	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r2-c2_S352_	poor	65105	48560	10.7%	0.1%	9.0%	6	16.0%	49.0%	93	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r2-c3_S353_	good	1306073	1186202	15.6%	2.4%	1.4%	165	19.6%	38.0%	150	NA	0.0%	2.4%	0.0557504
blm-recq5-2-single-f12-r2-c4_S354_	good	1386428	1264428	12.8%	2.7%	1.0%	182	25.8%	39.0%	149	NA	0.0%	1.9%	0
blm-recq5-2-single-f12-r2-c5_S355_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r2-c6_S356_	poor	98748	82892	19.4%	0.2%	4.6%	10	16.0%	50.0%	93	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r2-c7_S357_	good	1064641	963494	9.6%	2.1%	1.1%	144	10.3%	39.0%	150	NA	0.0%	1.2%	0
blm-recq5-2-single-f12-r3-c1_S358_	good	341854	312670	6.7%	0.7%	8.9%	52	15.0%	39.0%	152	NA	0.0%	0.6%	0
blm-recq5-2-single-f12-r3-c2_S359_	good	1023890	930908	9.1%	2.1%	1.1%	139	17.9%	39.0%	151	NA	0.0%	2.2%	0
blm-recq5-2-single-f12-r3-c3_S360_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r3-c4_S361_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r3-c5_S362_	poor	117351	99432	19.1%	0.2%	4.4%	12	7.1%	49.0%	91	NA	0.0%	0.2%	0
blm-recq5-2-single-f12-r3-c6_S363_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r3-c7_S364_	poor	59810	47700	13.1%	0.1%	7.9%	6	25.0%	49.0%	91	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r4-c1_S365_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r4-c2_S366_	good	656053	599964	10.5%	1.3%	1.5%	97	11.1%	39.0%	150	NA	0.0%	0.9%	0
blm-recq5-2-single-f12-r4-c3_S367_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r4-c4_S368_	good	2310770	2100814	17.0%	4.2%	0.9%	288	22.6%	39.0%	150	NA	0.0%	3.2%	0
blm-recq5-2-single-f12-r4-c5_S369_	poor	87992	71332	18.0%	0.1%	8.8%	8	12.0%	51.0%	148	NA	0.0%	0.2%	0
blm-recq5-2-single-f12-r4-c6_S370_	poor	75174	60906	16.3%	0.1%	7.3%	7	24.0%	51.0%	90	NA	0.0%	0.3%	0
blm-recq5-2-single-f12-r4-c7_S371_	poor	863660	795014	10.6%	1.7%	1.7%	140	16.4%	46.0%	152	NA	0.0%	1.6%	0
blm-recq5-2-single-f12-r5-c1_S372_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r5-c2_S373_	poor	77713	63512	12.4%	0.1%	5.5%	8	20.7%	50.0%	92	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r5-c3_S374_	poor	41845	25836	18.9%	0.0%	14.3%	3	16.0%	51.0%	60	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r5-c4_S375_	poor	33960	19386	18.3%	0.0%	30.4%	2	8.0%	36.0%	56	>=2	0.0%	0.0%	0
blm-recq5-2-single-f12-r5-c5_S376_	poor	93662	75890	16.7%	0.1%	6.6%	9	11.1%	50.0%	94	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r5-c6_S377_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r5-c7_S378_	poor	62450	48020	16.6%	0.1%	9.4%	6	32.1%	51.0%	92	NA	0.0%	0.2%	0
blm-recq5-2-single-f12-r6-c1_S379_	poor	97942	82358	18.0%	0.2%	6.0%	10	19.4%	50.0%	92	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r6-c2_S380_	poor	42668	34828	19.1%	0.1%	9.9%	4	0.0%	52.0%	68	NA	0.0%	0.0%	0
blm-recq5-2-single-f12-r6-c3_S381_	poor	66430	47766	18.7%	0.1%	23.6%	5	35.7%	52.0%	68	NA	0.0%	0.2%	0
blm-recq5-2-single-f12-r6-c4_S382_	poor	60785	48802	12.7%	0.1%	6.5%	6	25.0%	49.0%	93	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r6-c5_S383_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r6-c6_S384_	poor	14033	9848	6.0%	0.0%	11.5%	1	8.3%	50.0%	68	NA	0.0%	0.0%	0
blm-recq5-2-single-f12-r6-c7_S385_	poor	42677	28932	17.3%	0.1%	50.0%	3	12.0%	56.0%	64	NA	0.0%	0.0%	0
blm-recq5-2-single-f12-r7-c1_S386_	poor	21256	15322	22.9%	0.0%	33.8%	1	22.2%	38.0%	148	NA	0.0%	0.0%	0
blm-recq5-2-single-f12-r7-c2_S387_	poor	118338	100854	16.9%	0.2%	4.3%	13	14.8%	48.0%	92	NA	0.0%	0.2%	0
blm-recq5-2-single-f12-r7-c3_S388_	poor	58063	48450	14.3%	0.1%	6.1%	6	20.8%	49.0%	93	NA	0.0%	0.1%	1.38385
blm-recq5-2-single-f12-r7-c4_S389_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f12-r7-c5_S390_	poor	129945	104114	17.2%	0.2%	10.8%	13	20.0%	49.0%	92	NA	0.0%	0.1%	0
blm-recq5-2-single-f12-r7-c6_S391_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f16-r1-c1_S540_	poor	347174	314742	3.8%	0.7%	4.0%	49	16.2%	38.0%	151	NA	0.0%	0.7%	0
blm-recq5-2-single-f16-r1-c2_S541_	good	494596	449680	5.1%	1.0%	0.9%	71	15.9%	40.0%	150	NA	0.0%	0.6%	0
blm-recq5-2-single-f16-r1-c3_S542_	good	377461	341140	4.1%	0.8%	3.1%	56	1.3%	41.0%	149	NA	0.0%	0.9%	0.194291
blm-recq5-2-single-f16-r1-c4_S543_	good	476918	432564	4.9%	1.0%	1.1%	68	21.4%	39.0%	150	NA	0.0%	0.5%	0
blm-recq5-2-single-f16-r1-c5_S544_	good	386148	350770	4.3%	0.8%	1.1%	58	13.5%	41.0%	151	NA	0.0%	0.5%	0
blm-recq5-2-single-f16-r1-c6_S545_	good	476712	432312	4.9%	1.0%	1.0%	70	18.2%	39.0%	150	NA	0.0%	0.9%	0
blm-recq5-2-single-f16-r1-c7_S546_	good	492714	445032	5.4%	1.0%	1.3%	73	14.0%	40.0%	149	0.22	0.0%	0.8%	0
blm-recq5-2-single-f16-r2-c1_S547_	good	380345	344392	4.2%	0.8%	1.3%	58	14.6%	41.0%	150	NA	0.0%	0.9%	0
blm-recq5-2-single-f16-r2-c2_S548_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f16-r2-c3_S549_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f16-r2-c4_S550_	good	298639	267844	3.3%	0.6%	1.7%	41	16.7%	42.0%	148	NA	0.0%	0.3%	0
blm-recq5-2-single-f16-r2-c5_S551_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f16-r2-c6_S552_	good	503523	456122	5.0%	1.1%	0.9%	71	20.0%	39.0%	151	0.21	0.0%	0.5%	0
blm-recq5-2-single-f16-r2-c7_S553_	good	305307	276078	3.7%	0.6%	1.2%	43	12.2%	39.0%	150	0.23	0.0%	0.2%	0
blm-recq5-2-single-f16-r3-c1_S554_	good	193519	173196	2.6%	0.4%	1.4%	27	6.3%	39.0%	151	0.26	0.0%	0.2%	0
blm-recq5-2-single-f16-r3-c2_S555_	good	260723	235980	3.5%	0.6%	1.5%	41	4.7%	40.0%	153	NA	0.0%	0.4%	0
blm-recq5-2-single-f16-r3-c3_S556_	poor	50996	46276	1.9%	0.1%	2.1%	7	11.5%	47.0%	148	>=2	0.0%	0.1%	0
blm-recq5-2-single-f16-r3-c4_S557_	poor	16592	12346	4.4%	0.0%	7.9%	2	8.7%	49.0%	94	NA	0.0%	0.0%	0
blm-recq5-2-single-f16-r3-c5_S558_	good	481696	438034	4.9%	1.0%	1.1%	68	12.5%	40.0%	152	NA	0.0%	0.8%	0
blm-recq5-2-single-f16-r3-c6_S559_	good	395883	359378	4.6%	0.8%	1.0%	58	7.7%	40.0%	151	NA	0.0%	0.5%	0
blm-recq5-2-single-f16-r3-c7_S560_	poor	234495	215554	4.2%	0.5%	2.3%	38	11.3%	40.0%	152	0.3	0.0%	0.6%	0
blm-recq5-2-single-f16-r4-c1_S561_	good	251891	226298	3.1%	0.5%	1.1%	36	3.2%	40.0%	149	NA	0.0%	0.4%	0
blm-recq5-2-single-f16-r4-c2_S562_	good	227295	204950	2.9%	0.5%	1.3%	32	5.7%	39.0%	150	0.25	0.0%	0.4%	0
blm-recq5-2-single-f16-r4-c3_S563_	good	238735	216020	3.2%	0.5%	2.2%	36	5.4%	39.0%	151	NA	0.0%	0.5%	0
blm-recq5-2-single-f16-r4-c4_S564_	good	483518	437882	5.0%	1.0%	1.4%	71	12.3%	39.0%	150	NA	0.0%	0.8%	0
